"id","queue_id","service_id","counter_id","user_id","token_letter","token_number","called_date","started_at","ended_at","waiting_time","served_time","turn_around_time","created_at","updated_at","call_status_id"
"932","818","2","9","11","NR","44","2024-01-31","2024-01-31 15:28:04","2024-01-31 15:40:43","01:51:22","00:12:39","02:04:01","2024-01-31 15:28:04","2024-01-31 15:40:43","1"
"933","821","2","8","7","NR","45","2024-01-31","2024-01-31 15:29:08","2024-01-31 15:41:53","01:46:53","00:12:45","01:59:38","2024-01-31 15:29:08","2024-01-31 15:41:53","1"
"934","839","1","7","8","W","51","2024-01-31","2024-01-31 15:33:38","2024-01-31 15:42:21","01:17:09","00:08:43","01:25:52","2024-01-31 15:33:38","2024-01-31 15:42:21","1"
"935","823","2","9","11","NR","46","2024-01-31","2024-01-31 15:41:19","2024-01-31 15:54:40","01:58:07","00:13:21","02:11:28","2024-01-31 15:41:19","2024-01-31 15:54:40","1"
"936","824","2","8","7","NR","47","2024-01-31","2024-01-31 15:42:20","2024-01-31 15:54:10","01:58:30","00:11:50","02:10:20","2024-01-31 15:42:20","2024-01-31 15:54:10","1"
"937","825","2","7","8","NR","48","2024-01-31","2024-01-31 15:47:07","2024-01-31 16:04:54","01:59:12","00:17:47","02:16:59","2024-01-31 15:47:07","2024-01-31 16:04:54","1"
"938","826","2","8","7","NR","49","2024-01-31","2024-01-31 15:54:11","2024-01-31 16:08:16","02:05:38","00:14:05","02:19:43","2024-01-31 15:54:11","2024-01-31 16:08:16","1"
"939","828","2","9","11","NR","50","2024-01-31","2024-01-31 16:02:18","2024-01-31 16:16:49","02:06:37","00:14:31","02:21:08","2024-01-31 16:02:18","2024-01-31 16:16:49","1"
"940","852","1","7","8","W","52","2024-01-31","2024-01-31 16:06:09","2024-01-31 16:13:28","00:29:52","00:07:19","00:37:11","2024-01-31 16:06:09","2024-01-31 16:13:28","1"
"941","831","2","8","7","NR","51","2024-01-31","2024-01-31 16:08:18","2024-01-31 16:20:27","02:07:28","00:12:09","02:19:37","2024-01-31 16:08:18","2024-01-31 16:20:27","1"
"942","853","1","7","8","W","53","2024-01-31","2024-01-31 16:14:36","2024-01-31 16:17:41","00:37:42","00:03:05","00:40:47","2024-01-31 16:14:36","2024-01-31 16:17:41","1"
"943","854","1","7","8","W","54","2024-01-31","2024-01-31 16:17:43","2024-01-31 16:25:01","00:39:31","00:07:18","00:46:49","2024-01-31 16:17:43","2024-01-31 16:25:01","1"
"945","833","2","9","11","NR","52","2024-01-31","2024-01-31 16:20:51","2024-01-31 16:21:37","02:15:19","null","null","2024-01-31 16:21:22","2024-01-31 16:21:37","2"
"946","834","2","9","11","NR","53","2024-01-31","2024-01-31 16:21:39","2024-01-31 16:32:23","02:13:12","00:10:44","02:23:56","2024-01-31 16:21:39","2024-01-31 16:32:23","1"
"949","835","2","8","7","NR","54","2024-01-31","2024-01-31 16:21:44","2024-01-31 16:22:15","02:13:04","null","null","2024-01-31 16:22:08","2024-01-31 16:22:15","2"
"950","836","2","8","7","NR","55","2024-01-31","2024-01-31 16:22:16","2024-01-31 16:33:59","02:10:05","00:11:43","02:21:48","2024-01-31 16:22:16","2024-01-31 16:33:59","1"
"951","778","3","4","12","T","8","2024-01-31","2024-01-31 16:23:29","2024-01-31 16:23:47","04:16:55","null","null","2024-01-31 16:23:29","2024-01-31 16:23:47","2"
"952","857","1","7","8","W","55","2024-01-31","2024-01-31 16:25:22","2024-01-31 16:25:51","00:43:40","null","null","2024-01-31 16:25:22","2024-01-31 16:25:51","2"
"953","858","1","7","8","W","56","2024-01-31","2024-01-31 16:25:53","2024-01-31 16:31:09","00:43:56","00:05:16","00:49:12","2024-01-31 16:25:53","2024-01-31 16:31:09","1"
"954","859","1","7","8","W","57","2024-01-31","2024-01-31 16:31:11","2024-01-31 16:34:57","00:47:24","00:03:46","00:51:10","2024-01-31 16:31:11","2024-01-31 16:34:57","1"
"955","840","2","4","12","NR","56","2024-01-31","2024-01-31 16:35:01","2024-01-31 16:46:38","02:11:12","00:11:37","02:22:49","2024-01-31 16:35:01","2024-01-31 16:46:38","1"
"956","860","1","7","8","W","58","2024-01-31","2024-01-31 16:35:04","2024-01-31 16:35:41","00:48:51","null","null","2024-01-31 16:35:04","2024-01-31 16:35:41","2"
"957","865","1","7","8","W","59","2024-01-31","2024-01-31 16:35:43","2024-01-31 16:35:55","00:36:46","00:00:12","00:36:58","2024-01-31 16:35:43","2024-01-31 16:35:55","1"
"958","867","1","7","8","W","60","2024-01-31","2024-01-31 16:36:03","2024-01-31 16:36:17","00:27:35","null","null","2024-01-31 16:36:03","2024-01-31 16:36:17","2"
"959","871","1","7","8","W","61","2024-01-31","2024-01-31 16:36:18","2024-01-31 16:41:52","00:07:27","00:05:34","00:13:01","2024-01-31 16:36:18","2024-01-31 16:41:52","1"
"960","841","2","9","11","NR","57","2024-01-31","2024-01-31 16:38:10","2024-01-31 17:03:34","01:56:35","00:25:24","02:21:59","2024-01-31 16:38:10","2024-01-31 17:03:34","1"
"961","842","2","8","7","NR","58","2024-01-31","2024-01-31 16:38:56","2024-01-31 16:51:17","01:49:41","00:12:21","02:02:02","2024-01-31 16:38:56","2024-01-31 16:51:17","1"
"962","843","2","6","14","NR","59","2024-01-31","2024-01-31 16:42:47","2024-01-31 17:19:56","01:21:16","00:37:09","01:58:25","2024-01-31 16:42:47","2024-01-31 17:19:56","1"
"963","844","2","4","12","NR","60","2024-01-31","2024-01-31 16:46:40","2024-01-31 16:59:50","01:24:28","00:13:10","01:37:38","2024-01-31 16:46:40","2024-01-31 16:59:50","1"
"964","845","2","7","8","NR","61","2024-01-31","2024-01-31 16:47:26","2024-01-31 16:55:43","01:25:08","00:08:17","01:33:25","2024-01-31 16:47:26","2024-01-31 16:55:43","1"
"965","846","2","7","8","NR","62","2024-01-31","2024-01-31 16:55:46","2024-01-31 17:10:50","01:33:21","00:15:04","01:48:25","2024-01-31 16:55:46","2024-01-31 17:10:50","1"
"967","848","2","4","12","NR","64","2024-01-31","2024-01-31 16:59:53","2024-01-31 17:15:14","01:37:14","00:15:21","01:52:35","2024-01-31 16:59:53","2024-01-31 17:15:14","1"
"968","847","2","8","7","NR","63","2024-01-31","2024-01-31 16:59:45","2024-01-31 17:12:29","01:37:13","00:12:44","01:49:57","2024-01-31 17:00:17","2024-01-31 17:12:29","1"
"970","849","2","3","9","NR","65","2024-01-31","2024-01-31 17:03:05","2024-01-31 17:13:53","01:40:18","00:10:48","01:51:06","2024-01-31 17:03:29","2024-01-31 17:13:53","1"
"971","850","2","7","8","NR","66","2024-01-31","2024-01-31 17:11:07","2024-01-31 17:11:19","01:40:01","null","null","2024-01-31 17:11:07","2024-01-31 17:11:19","2"
"972","851","2","7","8","NR","67","2024-01-31","2024-01-31 17:11:39","2024-01-31 17:23:22","01:40:06","00:11:43","01:51:49","2024-01-31 17:11:39","2024-01-31 17:23:22","1"
"974","856","2","8","7","NR","69","2024-01-31","2024-01-31 17:14:04","2024-01-31 17:23:48","01:33:40","00:09:44","01:43:24","2024-01-31 17:14:04","2024-01-31 17:23:48","1"
"975","855","2","3","9","NR","68","2024-01-31","2024-01-31 17:13:55","2024-01-31 17:14:22","01:35:10","null","null","2024-01-31 17:14:10","2024-01-31 17:14:22","2"
"976","861","2","3","9","NR","70","2024-01-31","2024-01-31 17:14:25","2024-01-31 17:25:24","01:23:03","00:10:59","01:34:02","2024-01-31 17:14:25","2024-01-31 17:25:24","1"
"977","862","2","4","12","NR","71","2024-01-31","2024-01-31 17:20:00","2024-01-31 17:34:20","01:27:59","00:14:20","01:42:19","2024-01-31 17:20:00","2024-01-31 17:34:20","1"
"978","863","2","6","14","NR","72","2024-01-31","2024-01-31 17:20:10","2024-01-31 17:45:34","01:27:54","00:25:24","01:53:18","2024-01-31 17:20:10","2024-01-31 17:45:34","1"
"979","864","2","9","11","NR","73","2024-01-31","2024-01-31 17:20:10","2024-01-31 17:33:31","01:27:02","00:13:21","01:40:23","2024-01-31 17:20:10","2024-01-31 17:33:31","1"
"980","866","2","7","8","NR","74","2024-01-31","2024-01-31 17:24:10","2024-01-31 17:34:42","01:21:45","00:10:32","01:32:17","2024-01-31 17:24:10","2024-01-31 17:34:42","1"
"981","868","2","8","7","NR","75","2024-01-31","2024-01-31 17:25:18","2024-01-31 17:37:56","01:14:34","00:12:38","01:27:12","2024-01-31 17:25:18","2024-01-31 17:37:56","1"
"982","869","2","3","9","NR","76","2024-01-31","2024-01-31 17:32:24","2024-01-31 17:42:37","01:11:04","00:10:13","01:21:17","2024-01-31 17:32:24","2024-01-31 17:42:37","1"
"983","870","2","4","12","NR","77","2024-01-31","2024-01-31 17:34:24","2024-01-31 17:45:01","01:11:06","00:10:37","01:21:43","2024-01-31 17:34:24","2024-01-31 17:45:01","1"
"984","872","2","9","11","NR","78","2024-01-31","2024-01-31 17:34:50","2024-01-31 17:46:30","00:53:39","00:11:40","01:05:19","2024-01-31 17:34:50","2024-01-31 17:46:30","1"
"985","873","2","7","8","NR","79","2024-01-31","2024-01-31 17:38:44","2024-01-31 18:24:03","00:57:11","00:45:19","01:42:30","2024-01-31 17:38:44","2024-01-31 18:24:03","1"
"986","874","2","8","7","NR","80","2024-01-31","2024-01-31 17:38:58","2024-01-31 17:48:11","00:45:41","00:09:13","00:54:54","2024-01-31 17:38:58","2024-01-31 17:48:11","1"
"987","875","2","4","12","NR","81","2024-01-31","2024-01-31 17:45:04","2024-01-31 17:45:43","00:23:44","null","null","2024-01-31 17:45:04","2024-01-31 17:45:43","2"
"988","878","2","6","14","NR","1","2024-02-01","2024-02-01 09:30:17","2024-02-01 09:31:01","00:09:30","null","null","2024-02-01 09:30:17","2024-02-01 09:31:01","2"
"989","877","1","3","10","W","1","2024-02-01","2024-02-01 09:35:57","2024-02-01 09:40:55","00:16:49","00:04:58","00:21:47","2024-02-01 09:35:57","2024-02-01 09:40:55","1"
"990","881","2","4","12","NR","2","2024-02-01","2024-02-01 09:40:09","2024-02-01 09:51:58","00:01:33","00:11:49","00:13:22","2024-02-01 09:40:09","2024-02-01 09:51:58","1"
"991","879","1","2","13","W","2","2024-02-01","2024-02-01 09:45:13","2024-02-01 09:56:43","00:18:09","00:11:30","00:29:39","2024-02-01 09:45:13","2024-02-01 09:56:43","1"
"992","880","1","3","10","W","3","2024-02-01","2024-02-01 09:49:46","2024-02-01 09:53:44","00:19:57","00:03:58","00:23:55","2024-02-01 09:49:46","2024-02-01 09:53:44","1"
"993","882","2","6","14","NR","3","2024-02-01","2024-02-01 09:49:57","2024-02-01 10:29:33","00:05:20","00:39:36","00:44:56","2024-02-01 09:49:57","2024-02-01 10:29:33","1"
"994","883","1","4","12","W","4","2024-02-01","2024-02-01 09:53:22","2024-02-01 10:03:21","00:04:54","00:09:59","00:14:53","2024-02-01 09:53:22","2024-02-01 10:03:21","1"
"995","884","1","2","13","W","5","2024-02-01","2024-02-01 09:56:46","2024-02-01 09:57:08","00:06:29","null","null","2024-02-01 09:56:46","2024-02-01 09:57:08","2"
"996","885","1","2","13","W","6","2024-02-01","2024-02-01 09:57:29","2024-02-01 10:05:20","00:00:43","00:07:51","00:08:34","2024-02-01 09:57:29","2024-02-01 10:05:20","1"
"997","886","2","4","12","NR","4","2024-02-01","2024-02-01 10:28:30","2024-02-01 10:52:09","00:01:17","00:23:39","00:24:56","2024-02-01 10:28:30","2024-02-01 10:52:09","1"
"998","887","1","2","13","W","7","2024-02-01","2024-02-01 10:40:47","2024-02-01 10:47:33","00:09:13","00:06:46","00:15:59","2024-02-01 10:40:47","2024-02-01 10:47:33","1"
"999","889","2","6","14","NR","5","2024-02-01","2024-02-01 10:44:37","2024-02-01 11:32:37","00:06:40","00:48:00","00:54:40","2024-02-01 10:44:37","2024-02-01 11:32:37","1"
"1000","888","1","2","13","W","8","2024-02-01","2024-02-01 10:47:35","2024-02-01 10:47:53","00:15:19","00:00:18","00:15:37","2024-02-01 10:47:35","2024-02-01 10:47:53","1"
"1001","891","1","2","13","W","9","2024-02-01","2024-02-01 10:47:56","2024-02-01 10:54:39","00:05:52","00:06:43","00:12:35","2024-02-01 10:47:56","2024-02-01 10:54:39","1"
"1002","892","1","2","13","W","10","2024-02-01","2024-02-01 10:54:42","2024-02-01 11:26:02","00:10:01","00:31:20","00:41:21","2024-02-01 10:54:42","2024-02-01 11:26:02","1"
"1003","890","2","4","12","NR","6","2024-02-01","2024-02-01 10:59:15","2024-02-01 11:16:28","00:18:51","00:17:13","00:36:04","2024-02-01 10:59:15","2024-02-01 11:16:28","1"
"1005","897","1","9","4","W","11","2024-02-01","2024-02-01 11:16:29","2024-02-01 11:22:06","00:23:27","00:05:37","00:29:04","2024-02-01 11:16:43","2024-02-01 11:22:06","1"
"1006","893","2","4","12","NR","7","2024-02-01","2024-02-01 11:16:45","2024-02-01 11:26:33","00:30:38","00:09:48","00:40:26","2024-02-01 11:16:45","2024-02-01 11:26:33","1"
"1007","894","2","7","11","NR","8","2024-02-01","2024-02-01 11:18:29","2024-02-01 11:30:33","00:31:30","00:12:04","00:43:34","2024-02-01 11:18:29","2024-02-01 11:30:33","1"
"1008","898","1","9","4","W","12","2024-02-01","2024-02-01 11:22:07","2024-02-01 11:32:59","00:21:19","00:10:52","00:32:11","2024-02-01 11:22:07","2024-02-01 11:32:59","1"
"1009","899","1","2","13","W","13","2024-02-01","2024-02-01 11:26:06","2024-02-01 11:32:11","00:23:00","00:06:05","00:29:05","2024-02-01 11:26:06","2024-02-01 11:32:11","1"
"1010","895","2","4","12","NR","9","2024-02-01","2024-02-01 11:28:13","2024-02-01 11:41:39","00:36:09","00:13:26","00:49:35","2024-02-01 11:28:13","2024-02-01 11:41:39","1"
"1011","896","2","7","11","NR","10","2024-02-01","2024-02-01 11:31:14","2024-02-01 11:43:12","00:38:32","00:11:58","00:50:30","2024-02-01 11:31:14","2024-02-01 11:43:12","1"
"1013","900","2","10","15","NR","11","2024-02-01","2024-02-01 11:31:40","2024-02-01 12:36:52","00:28:10","01:05:12","01:33:22","2024-02-01 11:31:52","2024-02-01 12:36:52","1"
"1014","901","1","2","13","W","14","2024-02-01","2024-02-01 11:32:14","2024-02-01 11:36:11","00:28:18","00:03:57","00:32:15","2024-02-01 11:32:14","2024-02-01 11:36:11","1"
"1015","902","2","6","14","NR","12","2024-02-01","2024-02-01 11:32:42","2024-02-01 12:13:56","00:21:17","00:41:14","01:02:31","2024-02-01 11:32:42","2024-02-01 12:13:56","1"
"1016","903","1","9","4","W","15","2024-02-01","2024-02-01 11:33:02","2024-02-01 11:36:12","00:19:55","00:03:10","00:23:05","2024-02-01 11:33:02","2024-02-01 11:36:12","1"
"1019","905","1","9","4","W","17","2024-02-01","2024-02-01 11:36:15","2024-02-01 11:40:11","00:14:34","00:03:56","00:18:30","2024-02-01 11:36:35","2024-02-01 11:40:11","1"
"1020","904","1","2","13","W","16","2024-02-01","2024-02-01 11:36:14","2024-02-01 11:41:36","00:18:20","00:05:22","00:23:42","2024-02-01 11:36:52","2024-02-01 11:41:36","1"
"1021","906","1","9","4","W","18","2024-02-01","2024-02-01 11:40:51","2024-02-01 11:49:49","00:17:41","00:08:58","00:26:39","2024-02-01 11:40:51","2024-02-01 11:49:49","1"
"1022","909","1","2","13","W","19","2024-02-01","2024-02-01 11:42:37","2024-02-01 11:43:30","00:10:14","00:00:53","00:11:07","2024-02-01 11:42:37","2024-02-01 11:43:30","1"
"1023","907","2","4","12","NR","13","2024-02-01","2024-02-01 11:42:38","2024-02-01 11:55:11","00:11:51","00:12:33","00:24:24","2024-02-01 11:42:38","2024-02-01 11:55:11","1"
"1024","908","2","7","11","NR","14","2024-02-01","2024-02-01 11:44:31","2024-02-01 12:00:06","00:13:20","00:15:35","00:28:55","2024-02-01 11:44:31","2024-02-01 12:00:06","1"
"1025","910","1","2","13","W","20","2024-02-01","2024-02-01 11:51:10","2024-02-01 12:04:15","00:18:03","00:13:05","00:31:08","2024-02-01 11:51:10","2024-02-01 12:04:15","1"
"1026","911","1","9","4","W","21","2024-02-01","2024-02-01 11:55:12","2024-02-01 12:34:08","00:21:22","00:38:56","01:00:18","2024-02-01 11:55:12","2024-02-01 12:34:08","1"
"1027","912","2","4","12","NR","15","2024-02-01","2024-02-01 11:56:29","2024-02-01 12:12:48","00:21:46","00:16:19","00:38:05","2024-02-01 11:56:29","2024-02-01 12:12:48","1"
"1028","913","2","7","11","NR","16","2024-02-01","2024-02-01 12:00:55","2024-02-01 12:19:59","00:25:34","00:19:04","00:44:38","2024-02-01 12:00:55","2024-02-01 12:19:59","1"
"1029","914","2","4","12","NR","17","2024-02-01","2024-02-01 12:12:52","2024-02-01 12:26:56","00:36:19","00:14:04","00:50:23","2024-02-01 12:12:52","2024-02-01 12:26:56","1"
"1030","917","2","6","14","NR","18","2024-02-01","2024-02-01 12:14:01","2024-02-01 13:10:26","00:30:11","00:56:25","01:26:36","2024-02-01 12:14:01","2024-02-01 13:10:26","1"
"1031","919","2","7","11","NR","19","2024-02-01","2024-02-01 12:29:00","2024-02-01 12:47:43","00:38:52","00:18:43","00:57:35","2024-02-01 12:29:00","2024-02-01 12:47:43","1"
"1032","915","1","4","12","W","22","2024-02-01","2024-02-01 12:32:44","2024-02-01 12:33:18","00:53:47","null","null","2024-02-01 12:32:44","2024-02-01 12:33:18","2"
"1033","918","1","4","12","W","23","2024-02-01","2024-02-01 12:33:20","2024-02-01 12:42:16","00:45:44","00:08:56","00:54:40","2024-02-01 12:33:20","2024-02-01 12:42:16","1"
"1034","922","1","2","13","W","24","2024-02-01","2024-02-01 12:33:45","2024-02-01 12:34:01","00:35:22","00:00:16","00:35:38","2024-02-01 12:33:45","2024-02-01 12:34:01","1"
"1035","923","1","2","13","W","25","2024-02-01","2024-02-01 12:34:03","2024-02-01 12:43:18","00:33:16","00:09:15","00:42:31","2024-02-01 12:34:03","2024-02-01 12:43:18","1"
"1037","925","1","9","4","W","26","2024-02-01","2024-02-01 12:34:10","2024-02-01 12:34:30","00:27:58","null","null","2024-02-01 12:34:24","2024-02-01 12:34:30","2"
"1038","926","1","9","4","W","27","2024-02-01","2024-02-01 12:34:32","2024-02-01 12:34:46","00:28:10","null","null","2024-02-01 12:34:32","2024-02-01 12:34:46","2"
"1039","932","1","9","4","W","28","2024-02-01","2024-02-01 12:34:48","2024-02-01 12:37:28","00:24:03","00:02:40","00:26:43","2024-02-01 12:34:48","2024-02-01 12:37:28","1"
"1040","920","2","10","15","NR","20","2024-02-01","2024-02-01 12:37:15","2024-02-01 13:16:18","00:45:52","00:39:03","01:24:55","2024-02-01 12:37:15","2024-02-01 13:16:18","1"
"1041","935","1","9","4","W","29","2024-02-01","2024-02-01 12:37:30","2024-02-01 12:44:56","00:23:40","00:07:26","00:31:06","2024-02-01 12:37:30","2024-02-01 12:44:56","1"
"1042","937","1","1","5","W","30","2024-02-01","2024-02-01 12:40:49","2024-02-01 12:41:55","00:22:47","00:01:06","00:23:53","2024-02-01 12:40:49","2024-02-01 12:41:55","1"
"1043","944","1","1","5","W","31","2024-02-01","2024-02-01 12:42:08","2024-02-01 12:48:55","00:15:48","00:06:47","00:22:35","2024-02-01 12:42:08","2024-02-01 12:48:55","1"
"1046","924","2","9","4","NR","21","2024-02-01","2024-02-01 12:47:09","2024-02-01 12:59:57","00:41:13","00:12:48","00:54:01","2024-02-01 12:47:58","2024-02-01 12:59:57","1"
"1047","956","1","1","5","W","41","2024-02-01","2024-02-01 12:48:58","2024-02-01 12:52:19","00:12:16","00:03:21","00:15:37","2024-02-01 12:48:58","2024-02-01 12:52:19","1"
"1048","945","1","2","13","W","32","2024-02-01","2024-02-01 12:55:50","2024-02-01 13:03:51","00:27:37","00:08:01","00:35:38","2024-02-01 12:55:50","2024-02-01 13:03:51","1"
"1049","933","2","9","4","NR","22","2024-02-01","2024-02-01 13:00:07","2024-02-01 13:09:23","00:46:49","00:09:16","00:56:05","2024-02-01 13:00:07","2024-02-01 13:09:23","1"
"1050","946","1","2","13","W","33","2024-02-01","2024-02-01 13:03:54","2024-02-01 13:14:18","00:34:38","00:10:24","00:45:02","2024-02-01 13:03:54","2024-02-01 13:14:18","1"
"1051","934","2","9","4","NR","23","2024-02-01","2024-02-01 13:11:16","2024-02-01 13:22:42","00:57:40","00:11:26","01:09:06","2024-02-01 13:11:16","2024-02-01 13:22:42","1"
"1052","943","2","7","11","NR","24","2024-02-01","2024-02-01 13:11:23","2024-02-01 13:25:39","00:49:23","00:14:16","01:03:39","2024-02-01 13:11:23","2024-02-01 13:25:39","1"
"1053","949","2","6","14","NR","25","2024-02-01","2024-02-01 13:11:40","2024-02-01 13:12:08","00:39:33","null","null","2024-02-01 13:11:40","2024-02-01 13:12:08","2"
"1054","955","2","6","14","NR","26","2024-02-01","2024-02-01 13:12:11","2024-02-01 14:42:35","00:35:45","01:30:24","02:06:09","2024-02-01 13:12:11","2024-02-01 14:42:35","1"
"1055","916","3","4","12","T","1","2024-02-01","2024-02-01 13:16:40","2024-02-01 13:31:35","01:33:23","00:14:55","01:48:18","2024-02-01 13:16:40","2024-02-01 13:31:35","1"
"1056","921","3","3","10","T","2","2024-02-01","2024-02-01 13:20:13","2024-02-01 13:35:07","01:27:01","00:14:54","01:41:55","2024-02-01 13:20:13","2024-02-01 13:35:07","1"
"1057","957","2","9","4","NR","27","2024-02-01","2024-02-01 13:23:35","2024-02-01 13:38:55","00:46:34","00:15:20","01:01:54","2024-02-01 13:23:35","2024-02-01 13:38:55","1"
"1058","947","1","1","5","W","34","2024-02-01","2024-02-01 13:27:01","2024-02-01 13:51:22","00:56:29","00:24:21","01:20:50","2024-02-01 13:27:01","2024-02-01 13:51:22","1"
"1059","948","1","2","13","W","35","2024-02-01","2024-02-01 13:30:24","2024-02-01 13:44:06","00:58:41","00:13:42","01:12:23","2024-02-01 13:30:24","2024-02-01 13:44:06","1"
"1060","927","3","4","12","T","3","2024-02-01","2024-02-01 13:31:37","2024-02-01 13:45:52","01:24:30","00:14:15","01:38:45","2024-02-01 13:31:37","2024-02-01 13:45:52","1"
"1062","960","2","7","11","NR","28","2024-02-01","2024-02-01 13:36:50","2024-02-01 13:38:21","00:26:28","null","null","2024-02-01 13:37:55","2024-02-01 13:38:21","2"
"1063","961","2","7","11","NR","29","2024-02-01","2024-02-01 13:38:23","2024-02-01 13:51:06","00:27:41","00:12:43","00:40:24","2024-02-01 13:38:23","2024-02-01 13:51:06","1"
"1065","962","2","9","4","NR","30","2024-02-01","2024-02-01 13:42:08","2024-02-01 13:54:58","00:31:09","00:12:50","00:43:59","2024-02-01 13:42:40","2024-02-01 13:54:58","1"
"1066","950","1","2","13","W","36","2024-02-01","2024-02-01 13:44:07","2024-02-01 13:49:52","01:10:50","00:05:45","01:16:35","2024-02-01 13:44:07","2024-02-01 13:49:52","1"
"1067","928","3","4","12","T","4","2024-02-01","2024-02-01 13:45:55","2024-02-01 14:00:04","01:38:07","00:14:09","01:52:16","2024-02-01 13:45:55","2024-02-01 14:00:04","1"
"1069","951","1","2","13","W","37","2024-02-01","2024-02-01 13:50:03","2024-02-01 14:26:42","01:16:11","00:36:39","01:52:50","2024-02-01 13:50:03","2024-02-01 14:26:42","1"
"1070","963","2","9","4","NR","31","2024-02-01","2024-02-01 13:55:12","2024-02-01 14:08:33","00:44:05","00:13:21","00:57:26","2024-02-01 13:55:12","2024-02-01 14:08:33","1"
"1071","929","3","3","10","T","5","2024-02-01","2024-02-01 13:47:15","2024-02-01 14:00:07","01:39:13","00:12:52","01:52:05","2024-02-01 13:59:10","2024-02-01 14:00:07","1"
"1072","930","3","3","10","T","6","2024-02-01","2024-02-01 14:01:05","2024-02-01 14:10:23","01:51:49","00:09:18","02:01:07","2024-02-01 14:01:05","2024-02-01 14:10:23","1"
"1073","965","2","7","11","NR","32","2024-02-01","2024-02-01 14:07:18","2024-02-01 14:16:42","00:55:34","00:09:24","01:04:58","2024-02-01 14:07:18","2024-02-01 14:16:42","1"
"1074","931","3","3","10","T","7","2024-02-01","2024-02-01 14:10:33","2024-02-01 14:19:01","02:00:21","00:08:28","02:08:49","2024-02-01 14:10:33","2024-02-01 14:19:01","1"
"1075","966","2","9","4","NR","33","2024-02-01","2024-02-01 14:11:04","2024-02-01 14:20:53","00:58:56","00:09:49","01:08:45","2024-02-01 14:11:04","2024-02-01 14:20:53","1"
"1076","967","2","7","11","NR","34","2024-02-01","2024-02-01 14:17:52","2024-02-01 14:31:03","01:05:36","00:13:11","01:18:47","2024-02-01 14:17:52","2024-02-01 14:31:03","1"
"1077","936","3","4","12","T","8","2024-02-01","2024-02-01 14:18:08","2024-02-01 14:29:26","02:01:32","00:11:18","02:12:50","2024-02-01 14:18:08","2024-02-01 14:29:26","1"
"1078","938","3","3","10","T","9","2024-02-01","2024-02-01 14:20:39","2024-02-01 14:32:59","02:02:11","00:12:20","02:14:31","2024-02-01 14:20:39","2024-02-01 14:32:59","1"
"1079","968","2","9","4","NR","35","2024-02-01","2024-02-01 14:20:56","2024-02-01 14:31:33","01:08:04","00:10:37","01:18:41","2024-02-01 14:20:56","2024-02-01 14:31:33","1"
"1080","952","1","1","5","W","38","2024-02-01","2024-02-01 14:26:04","2024-02-01 14:55:49","01:52:06","00:29:45","02:21:51","2024-02-01 14:26:04","2024-02-01 14:55:49","1"
"1082","953","1","2","13","W","39","2024-02-01","2024-02-01 14:26:45","2024-02-01 14:27:37","01:50:53","null","null","2024-02-01 14:27:21","2024-02-01 14:27:37","2"
"1084","954","1","2","13","W","40","2024-02-01","2024-02-01 14:27:39","2024-02-01 14:28:20","01:51:30","null","null","2024-02-01 14:28:13","2024-02-01 14:28:20","2"
"1085","958","1","2","13","W","42","2024-02-01","2024-02-01 14:28:22","2024-02-01 14:48:26","01:18:20","00:20:04","01:38:24","2024-02-01 14:28:22","2024-02-01 14:48:26","1"
"1086","939","3","4","12","T","10","2024-02-01","2024-02-01 14:29:29","2024-02-01 14:29:59","02:10:53","null","null","2024-02-01 14:29:29","2024-02-01 14:29:59","2"
"1087","970","2","7","11","NR","36","2024-02-01","2024-02-01 14:32:55","2024-02-01 14:49:26","01:18:36","00:16:31","01:35:07","2024-02-01 14:32:55","2024-02-01 14:49:26","1"
"1088","940","3","3","10","T","11","2024-02-01","2024-02-01 14:33:02","2024-02-01 14:33:30","02:14:04","null","null","2024-02-01 14:33:02","2024-02-01 14:33:30","2"
"1089","941","3","3","10","T","12","2024-02-01","2024-02-01 14:33:31","2024-02-01 14:43:36","02:13:53","00:10:05","02:23:58","2024-02-01 14:33:31","2024-02-01 14:43:36","1"
"1090","971","2","9","4","NR","37","2024-02-01","2024-02-01 14:34:03","2024-02-01 14:45:17","01:18:37","00:11:14","01:29:51","2024-02-01 14:34:03","2024-02-01 14:45:17","1"
"1091","974","2","10","15","NR","38","2024-02-01","2024-02-01 14:35:50","2024-02-01 15:14:59","01:18:35","00:39:09","01:57:44","2024-02-01 14:35:50","2024-02-01 15:14:59","1"
"1092","975","2","6","14","NR","39","2024-02-01","2024-02-01 14:43:03","2024-02-01 15:09:52","01:25:38","00:26:49","01:52:27","2024-02-01 14:43:03","2024-02-01 15:09:52","1"
"1093","942","3","3","10","T","13","2024-02-01","2024-02-01 14:44:04","2024-02-01 14:45:00","02:24:18","00:00:56","02:25:14","2024-02-01 14:44:04","2024-02-01 14:45:00","1"
"1094","959","1","3","10","W","43","2024-02-01","2024-02-01 14:47:15","2024-02-01 14:54:29","01:37:02","00:07:14","01:44:16","2024-02-01 14:47:15","2024-02-01 14:54:29","1"
"1096","976","2","9","4","NR","40","2024-02-01","2024-02-01 14:48:10","2024-02-01 14:55:59","01:28:05","00:07:49","01:35:54","2024-02-01 14:48:18","2024-02-01 14:55:59","1"
